"","Anime_Name","Start_Month","Start_Year","End_Month","End_Year","Anime_Rating","Anime_Type","Number_Episodes"
"300","Berserk: Ougon Jidai-hen III - Kourin","Feb",2013,"Feb",2013,8.2,"Movie ",1
"301","Bungou Stray Dogs 2nd Season","Oct",2016,"Dec",2016,8.2,"TV ",12
"302","Death Parade","Jan",2015,"Mar",2015,8.2,"TV ",12
"303","Dororo","Jan",2019,"Jun",2019,8.2,"TV ",24
"304","Hinamatsuri (TV)","Apr",2018,"Jun",2018,8.2,"TV ",12
"305","Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen","Apr",2015,"Apr",2015,8.2,"Movie ",1
"306","Major: Message","Dec",2010,"Dec",2010,8.2,"OVA ",1
"307","Noragami Aragoto","Oct",2015,"Dec",2015,8.2,"TV ",13
"308","Senki Zesshou Symphogear XV","Jul",2019,"Sep",2019,8.2,"TV ",13
"309","Shoujo Kakumei Utena","Apr",1997,"Dec",1997,8.2,"TV ",39
"310","Wonder Egg Priority","Jan",2021,"Mar",2021,8.2,"TV ",12
"311","Non Non Biyori Repeat","Jul",2015,"Sep",2015,8.19,"TV ",12
"312","One Piece Movie 14: Stampede","Aug",2019,"Aug",2019,8.19,"Movie ",1
"313","Ouran Koukou Host Club","Apr",2006,"Sep",2006,8.19,"TV ",26
"314","Pui Pui Molcar","Jan",2021,"Mar",2021,8.19,"TV ",12
"315","Shoujo Shuumatsu Ryokou","Oct",2017,"Dec",2017,8.19,"TV ",12
"316","Working!!!: Lord of the Takanashi","Mar",2016,"Mar",2016,8.19,"Special ",1
"317","Aria the Natural","Apr",2006,"Sep",2006,8.19,"TV ",26
"318","Asobi Asobase","Jul",2018,"Sep",2018,8.19,"TV ",12
"319","Black Lagoon: The Second Barrage","Oct",2006,"Dec",2006,8.19,"TV ",12
"320","Digimon Adventure: Last Evolution Kizuna","Feb",2020,"Feb",2020,8.19,"Movie ",1
"321","Douluo Dalu: Qian Hua Xi Jin","Feb",2020,"May",2020,8.19,"ONA ",13
"322","Fruits Basket 1st Season","Apr",2019,"Sep",2019,8.19,"TV ",25
"323","Maison Ikkoku","Mar",1986,"Mar",1988,8.19,"TV ",96
"324","Bungou Stray Dogs 3rd Season","Apr",2019,"Jun",2019,8.18,"TV ",12
"325","No Game No Life","Apr",2014,"Jun",2014,8.18,"TV ",12
"326","One Piece Film: Z","Dec",2012,"Dec",2012,8.18,"Movie ",1
"327","Quanzhi Gaoshou Zhi Dianfeng Rongyao","Aug",2019,"Aug",2019,8.18,"Movie ",1
"328","Sakura-sou no Pet na Kanojo","Oct",2012,"Mar",2013,8.18,"TV ",24
"329","Shokugeki no Souma: Ni no Sara","Jul",2016,"Sep",2016,8.18,"TV ",13
"330","Toki wo Kakeru Shoujo","Jul",2006,"Jul",2006,8.18,"Movie ",1
"331","Naruto: Shippuuden","Feb",2007,"Mar",2017,8.17,"TV ",500
"332","Nisemonogatari","Jan",2012,"Mar",2012,8.17,"TV ",11
"333","Nodame Cantabile: Paris-hen","Oct",2008,"Dec",2008,8.17,"TV ",11
"334","Akira","Jul",1988,"Jul",1988,8.17,"Movie ",1
"335","Detective Conan Movie 20: The Darkest Nightmare","Apr",2016,"Apr",2016,8.17,"Movie ",1
"336","Douluo Dalu: Jingying Sai","Dec",2018,"Nov",2019,8.17,"ONA ",52
"337","Durarara!!","Jan",2010,"Jun",2010,8.17,"TV ",24
"338","Eizouken ni wa Te wo Dasu na!","Jan",2020,"Mar",2020,8.17,"TV ",12
"339","Gankutsuou","Oct",2004,"Mar",2005,8.17,"TV ",24
"340","Kaiba","Apr",2008,"Jul",2008,8.17,"TV ",12
"341","Katekyo Hitman Reborn!","Oct",2006,"Sep",2010,8.17,"TV ",203
"342","Lupin III: Part 5","Apr",2018,"Sep",2018,8.17,"TV ",24
"343","Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's","Jul",2012,"Jul",2012,8.17,"Movie ",1
"344","5-toubun no Hanayome ∬","Jan",2021,"Mar",2021,8.16,"TV ",12
"345","Cardcaptor Sakura","Apr",1998,"Mar",2000,8.16,"TV ",70
"346","Detective Conan","Jan",1996,NA,NA,8.16,"TV ",NA
"347","Given Movie","Aug",2020,"Aug",2020,8.16,"Movie ",1
"348","Kamisama Hajimemashita◎","Jan",2015,"Mar",2015,8.16,"TV ",12
"349","Mo Dao Zu Shi Q","Jul",2020,"Jan",2021,8.16,"ONA ",30
"350","One Piece Film: Strong World","Dec",2009,"Dec",2009,8.16,"Movie ",1
"351","Seirei no Moribito","Apr",2007,"Sep",2007,8.16,"TV ",26
"352","Tengen Toppa Gurren Lagann Movie 1: Gurren-hen","Sep",2008,"Sep",2008,8.16,"Movie ",1
"353","Tsuki ga Kirei","Apr",2017,"Jun",2017,8.16,"TV ",12
"354","Vivy: Fluorite Eye's Song","Apr",2021,NA,NA,8.16,"TV ",13
"355","One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna","Aug",2012,"Aug",2012,8.15,"Special ",1
"356","Dragon Ball Z","Apr",1989,"Jan",1996,8.15,"TV ",291
"357","Fullmetal Alchemist","Oct",2003,"Oct",2004,8.15,"TV ",51
"358","Ginga Eiyuu Densetsu Gaiden","Feb",1998,"Sep",1998,8.15,"OVA ",24
"359","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season","Apr",2020,"Jun",2020,8.15,"TV ",12
"360","Initial D Fourth Stage","Apr",2004,"Feb",2006,8.15,"TV ",24
"361","K-On!!","Apr",2010,"Sep",2010,8.15,"TV ",26
"362","Kanata no Astra","Jul",2019,"Sep",2019,8.15,"TV ",12
"363","Kono Subarashii Sekai ni Shukufuku wo!","Jan",2016,"Mar",2016,8.15,"TV ",10
"364","Lupin III: Cagliostro no Shiro","Dec",1979,"Dec",1979,8.15,"Movie ",1
"365","Mobile Suit Gundam Unicorn","Mar",2010,"Jun",2014,8.15,"OVA ",7
"366","Baccano! Specials","Feb",2008,"May",2008,8.14,"Special ",3
"367","Chuunibyou demo Koi ga Shitai! Movie: Take On Me","Jan",2018,"Jan",2018,8.14,"Movie ",1
"368","Detective Conan Movie 14: The Lost Ship in the Sky","Apr",2010,"Apr",2010,8.14,"Movie ",1
"369","Detroit Metal City","Aug",2008,"Oct",2008,8.14,"OVA ",12
"370","Interstella5555: The 5tory of The 5ecret 5tar 5ystem","Dec",2003,"Dec",2003,8.14,"Music ",1
"371","Mahoutsukai no Yome: Hoshi Matsu Hito","Sep",2016,"Sep",2017,8.14,"OVA ",3
"372","Mobile Suit Gundam 00","Oct",2007,"Mar",2008,8.14,"TV ",25
"373","Princess Tutu","Aug",2002,"May",2003,8.14,"TV ",38
"374","Saiki Kusuo no Ψ-nan: Ψ-shidou-hen","Dec",2019,"Dec",2019,8.13,"ONA ",6
"375","Tanoshii Muumin Ikka","Apr",1990,"Oct",1991,8.13,"TV ",78
"376","Tsukimonogatari","Dec",2014,"Dec",2014,8.13,"TV ",4
"377","Uchouten Kazoku 2","Apr",2017,"Jun",2017,8.13,"TV ",12
"378","Angel Beats!","Apr",2010,"Jun",2010,8.13,"TV ",13
"379","Detective Conan Movie 05: Countdown to Heaven","Apr",2001,"Apr",2001,8.13,"Movie ",1
"380","Fate/Grand Carnival","Dec",2020,"Aug",2021,8.13,"OVA ",4
"381","Hyouka","Apr",2012,"Sep",2012,8.13,"TV ",22
"382","IDOLiSH7: Second Beat!","Apr",2020,"Dec",2020,8.13,"TV ",15
"383","Karakai Jouzu no Takagi-san 2","Jul",2019,"Sep",2019,8.13,"TV ",12
"384","Koukaku Kidoutai: Stand Alone Complex - Solid State Society","Sep",2006,"Sep",2006,8.13,"Special ",1
"385","Kuragehime","Oct",2010,"Dec",2010,8.13,"TV ",11
"386","Kuroko no Basket","Apr",2012,"Sep",2012,8.13,"TV ",25
"387","Made in Abyss Movie 1: Tabidachi no Yoake","Jan",2019,"Jan",2019,8.13,"Movie ",1
"388","Ansatsu Kyoushitsu","Jan",2015,"Jun",2015,8.12,"TV ",22
"389","Diamond no Ace","Oct",2013,"Mar",2015,8.12,"TV ",75
"390","Douluo Dalu: Xingdou Xian Ji Pian","Aug",2020,"Nov",2020,8.12,"ONA ",13
"391","Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture","Dec",1993,"Dec",1993,8.12,"Movie ",1
"392","Initial D Second Stage","Oct",1999,"Jan",2000,8.12,"TV ",13
"393","Kaze Tachinu","Jul",2013,"Jul",2013,8.12,"Movie ",1
"394","Skip Beat!","Oct",2008,"Mar",2009,8.12,"TV ",25
"395","Tsubasa: Shunraiki","Mar",2009,"May",2009,8.12,"OVA ",2
"396","Zankyou no Terror","Jul",2014,"Sep",2014,8.12,"TV ",11
"397","Shokugeki no Souma: San no Sara","Oct",2017,"Dec",2017,8.11,"TV ",12
"398","World Trigger 2nd Season","Jan",2021,"Apr",2021,8.11,"TV ",12
"399","Yowamushi Pedal: Grande Road","Oct",2014,"Mar",2015,8.11,"TV ",24
"400","Darker than Black: Kuro no Keiyakusha","Apr",2007,"Sep",2007,8.11,"TV ",25
"401","Douluo Dalu: Hao Tian Yang Wei","Nov",2019,"Feb",2020,8.11,"ONA ",13
"402","Gin no Saji","Jul",2013,"Sep",2013,8.11,"TV ",11
"403","Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue","Nov",2015,"Nov",2015,8.11,"Special ",1
"404","Kuroshitsuji: Book of Circus","Jul",2014,"Sep",2014,8.11,"TV ",10
"405","Mobile Suit Gundam 00 Second Season","Oct",2008,"Mar",2009,8.11,"TV ",25
"406","Detective Conan Movie 08: Magician of the Silver Sky","Apr",2004,"Apr",2004,8.1,"Movie ",1
"407","Dorohedoro","Jan",2020,"Mar",2020,8.1,"TV ",12
"408","Dragon Ball Super Movie: Broly","Dec",2018,"Dec",2018,8.1,"Movie ",1
"409","Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru","Apr",2015,"Apr",2015,8.1,"Special ",1
"410","Haikyuu!! Movie 4: Concept no Tatakai","Sep",2017,"Sep",2017,8.1,"Movie ",1
"411","Hajime no Ippo: Boxer no Kobushi","Mar",2003,"Mar",2003,8.1,"Special ",1
"412","Hikaru no Go","Oct",2001,"Mar",2003,8.1,"TV ",75
"413","JoJo no Kimyou na Bouken Part 3: Stardust Crusaders","Apr",2014,"Sep",2014,8.1,"TV ",24
"414","Koukaku Kidoutai: Stand Alone Complex - The Laughing Man","Sep",2005,"Sep",2005,8.1,"Special ",1
"415","Kuroko no Basket: Saikou no Present Desu","Dec",2015,"Dec",2015,8.1,"Special ",1
"416","Kuroshitsuji: Book of Murder","Jan",2015,"Feb",2015,8.1,"OVA ",2
"417","Omoide no Marnie","Jul",2014,"Jul",2014,8.1,"Movie ",1
"418","Saint Seiya: The Lost Canvas - Meiou Shinwa 2","Feb",2011,"Jul",2011,8.1,"OVA ",13
"419","Shijou Saikyou no Deshi Kenichi","Oct",2006,"Sep",2007,8.1,"TV ",50
"420","Tamayura: Sotsugyou Shashin Part 4 - Ashita","Apr",2016,"Apr",2016,8.1,"Movie ",1
"421","Akatsuki no Yona OVA","Sep",2015,"Dec",2016,8.09,"OVA ",3
"422","Dennou Coil","May",2007,"Dec",2007,8.09,"TV ",26
"423","Detective Conan Movie 18: The Sniper from Another Dimension","Apr",2014,"Apr",2014,8.09,"Movie ",1
"424","Durarara!!x2 Ketsu","Jan",2016,"Mar",2016,8.09,"TV ",12
"425","Fate/stay night: Unlimited Blade Works Prologue","Oct",2014,"Oct",2014,8.09,"Special ",1
"426","Ginga Eiyuu Densetsu: Die Neue These - Seiran 2","Oct",2019,"Oct",2019,8.09,"Movie ",4
"427","Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi","Sep",2005,"Sep",2005,8.09,"Special ",1
"428","Gosick","Jan",2011,"Jul",2011,8.09,"TV ",24
"429","Hidamari Sketch: Sae Hiro Sotsugyou-hen","Nov",2013,"Nov",2013,8.09,"OVA ",2
"430","Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","Dec",2016,"Dec",2016,8.09,"OVA ",1
"431","Kill la Kill","Oct",2013,"Mar",2014,8.09,"TV ",24
"432","Mahoutsukai no Yome","Oct",2017,"Mar",2018,8.09,"TV ",24
"433","Mirai Shounen Conan","Apr",1978,"Oct",1978,8.09,"TV ",26
"434","Mobile Suit Gundam: The Origin - Advent of the Red Comet","Apr",2019,"Aug",2019,8.09,"TV ",13
"435","Ginga Eiyuu Densetsu Gaiden (1999)","Dec",1999,"Jul",2000,8.08,"OVA ",28
"436","Glass no Kamen (2005)","Apr",2005,"Mar",2006,8.08,"TV ",51
"437","Haikyuu!! Movie 3: Sainou to Sense","Sep",2017,"Sep",2017,8.08,"Movie ",1
"438","Initial D Fifth Stage","Nov",2012,"May",2013,8.08,"TV ",14
"439","Koukyoushihen Eureka Seven","Apr",2005,"Apr",2006,8.08,"TV ",50
"440","Summer Wars","Aug",2009,"Aug",2009,8.08,"Movie ",1
"441","Tensei shitara Slime Datta Ken","Oct",2018,"Mar",2019,8.08,"TV ",24
"442","Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA","Oct",2016,"Oct",2016,8.08,"OVA ",1
"443","Yuusha-Ou GaoGaiGar Final","Jan",2000,"Mar",2003,8.08,"OVA ",8
"444","Nagi no Asu kara","Oct",2013,"Apr",2014,8.07,"TV ",26
"445","Promare","May",2019,"May",2019,8.07,"Movie ",1
"446","Ramayana: The Legend of Prince Rama","Mar",1992,"Mar",1992,8.07,"Movie ",1
"447","Tsumiki no Ie","Jun",2008,"Jun",2008,8.07,"Movie ",1
"448","xxxHOLiC Shunmuki","Feb",2009,"Jun",2009,8.07,"OVA ",2
"449","Beastars 2nd Season","Jan",2021,"Mar",2021,8.07,"TV ",12
"450","Boku no Hero Academia","Apr",2016,"Jun",2016,8.07,"TV ",13
"451","Boku no Hero Academia the Movie 2: Heroes:Rising","Dec",2019,"Dec",2019,8.07,"Movie ",1
"452","Detective Conan Movie 10: Requiem of the Detectives","Apr",2006,"Apr",2006,8.07,"Movie ",1
"453","Evangelion: 3.0+1.0 Thrice Upon a Time","Mar",2021,"Mar",2021,8.07,"Movie ",1
"454","Eve no Jikan","Aug",2008,"Sep",2009,8.07,"ONA ",6
"455","Gintama: Dai Hanseikai","Mar",2010,"Mar",2010,8.07,"Special ",1
"456","Kami nomi zo Shiru Sekai: Megami-hen","Jul",2013,"Sep",2013,8.07,"TV ",12
"457","Kara no Kyoukai 3: Tsuukaku Zanryuu","Feb",2008,"Feb",2008,8.07,"Movie ",1
"458","Kuroko no Basket Movie 4: Last Game","Mar",2017,"Mar",2017,8.07,"Movie ",1
"459","Kyou kara Ore wa!!","Dec",1992,"Dec",1997,8.07,"OVA ",10
"460","Baby Steps 2nd Season","Apr",2015,"Sep",2015,8.06,"TV ",25
"461","City Hunter 2","Apr",1988,"Jul",1989,8.06,"TV ",63
"462","Evangelion: 1.0 You Are (Not) Alone","Sep",2007,"Sep",2007,8.06,"Movie ",1
"463","Full Metal Panic? Fumoffu","Aug",2003,"Oct",2003,8.06,"TV ",12
"464","High Score Girl II","Oct",2019,"Dec",2019,8.06,"TV ",9
"465","Juuni Kokuki","Apr",2002,"Aug",2003,8.06,"TV ",45
"466","Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!","Jul",2017,"Jul",2017,8.06,"OVA ",1
"467","Magi: The Labyrinth of Magic","Oct",2012,"Mar",2013,8.06,"TV ",25
"468","Paprika","Nov",2006,"Nov",2006,8.06,"Movie ",1
"469","Saint Seiya: Meiou Hades Juuni Kyuu-hen","Nov",2002,"Jul",2003,8.06,"OVA ",13
"470","Saiunkoku Monogatari 2nd Season","Apr",2007,"Mar",2008,8.06,"TV ",39
"471","Stand By Me Doraemon","Aug",2014,"Aug",2014,8.06,"Movie ",1
"472","Yahari Ore no Seishun Love Comedy wa Machigatteiru.","Apr",2013,"Jun",2013,8.06,"TV ",13
"473","Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen","Apr",2018,"Jun",2018,8.05,"TV ",12
"474","SK∞","Jan",2021,"Apr",2021,8.05,"TV ",12
"475","Toaru Kagaku no Railgun S","Apr",2013,"Sep",2013,8.05,"TV ",24
"476","Tokyo Magnitude 8.0","Jul",2009,"Sep",2009,8.05,"TV ",11
"477","BanG Dream! 3rd Season","Jan",2020,"Apr",2020,8.05,"TV ",13
"478","Clannad","Oct",2007,"Mar",2008,8.05,"TV ",23
"479","D.Gray-man","Oct",2006,"Sep",2008,8.05,"TV ",103
"480","Hachimitsu to Clover","Apr",2005,"Sep",2005,8.05,"TV ",24
"481","Kaichou wa Maid-sama!","Apr",2010,"Sep",2010,8.05,"TV ",26
"482","Lovely★Complex","Apr",2007,"Sep",2007,8.05,"TV ",24
"483","Akatsuki no Yona","Oct",2014,"Mar",2015,8.04,"TV ",24
"484","Black Lagoon","Apr",2006,"Jun",2006,8.04,"TV ",12
"485","Black Lagoon: Roberta's Blood Trail","Jun",2010,"Jun",2011,8.04,"OVA ",5
"486","Boku no Hero Academia 4th Season","Oct",2019,"Apr",2020,8.04,"TV ",25
"487","Detective Conan Movie 03: The Last Wizard of the Century","Apr",1999,"Apr",1999,8.04,"Movie ",1
"488","ef: A Tale of Melodies.","Oct",2008,"Dec",2008,8.04,"TV ",12
"489","Eve no Jikan (Movie)","Mar",2010,"Mar",2010,8.04,"Movie ",1
"490","Ginga Nagareboshi Gin","Apr",1986,"Aug",1986,8.04,"TV ",21
"491","Girls & Panzer: Saishuushou Part 2","Jun",2019,"Jun",2019,8.04,"Movie ",1
"492","High Score Girl: Extra Stage","Mar",2019,"Mar",2019,8.04,"OVA ",3
"493","Kamisama Hajimemashita","Oct",2012,"Dec",2012,8.04,"TV ",13
"494","Kodomo no Omocha (TV)","Apr",1996,"Mar",1998,8.04,"TV ",102
"495","Serial Experiments Lain","Jul",1998,"Sep",1998,8.04,"TV ",13
"496","Nomad: Megalo Box 2","Apr",2021,NA,NA,8.03,"TV ",13
"497","Ookiku Furikabutte: Natsu no Taikai-hen","Apr",2010,"Jun",2010,8.03,"TV ",13
"498","Sakasama no Patema","Mar",2019,"Apr",2019,8.03,"Movie ",1
"499","School Rumble Ni Gakki","Apr",2006,"Sep",2006,8.03,"TV ",26
"500","Slayers Next","Apr",1996,"Sep",1996,8.03,"TV ",26
"501","Wolf's Rain OVA","Jan",2004,"Feb",2004,8.03,"OVA ",4
"502","Code Geass: Hangyaku no Lelouch III - Oudou","May",2018,"May",2018,8.03,"Movie ",1
"503","Detective Conan Movie 04: Captured in Her Eyes","Apr",2000,"Apr",2000,8.03,"Movie ",1
"504","FLCL","Apr",2000,"Mar",2001,8.03,"OVA ",6
"505","Fullmetal Alchemist: Brotherhood Specials","Aug",2009,"Aug",2010,8.03,"Special ",4
"506","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen","Oct",2019,"Dec",2019,8.03,"TV ",14
"507","Kara no Kyoukai: Mirai Fukuin","Sep",2013,"Sep",2013,8.03,"Movie ",1
"508","Kingdom","Jun",2012,"Feb",2013,8.03,"TV ",38
"509","Mobile Suit Gundam: The 08th MS Team","Jan",1996,"Jul",1999,8.03,"OVA ",12
"510","Aria the OVA: Arietta","Sep",2007,"Sep",2007,8.02,"OVA ",1
"511","Detective Conan Movie 15: Quarter of Silence","Apr",2011,"Apr",2011,8.02,"Movie ",1
"512","Durarara!!x2 Shou","Jan",2015,"Mar",2015,8.02,"TV ",12
"513","Golden Boy","Oct",1995,"Jun",1996,8.02,"OVA ",6
"514","JoJo no Kimyou na Bouken (TV)","Oct",2012,"Apr",2013,8.02,"TV ",26
"515","Kotonoha no Niwa","May",2013,"May",2013,8.02,"Movie ",1
"516","Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven","Jan",2006,"Jan",2006,8.02,"Special ",1
"517","Major Movie: Yuujou no Winning Shot","Dec",2008,"Dec",2008,8.02,"Movie ",1
"518","Maoujou de Oyasumi","Oct",2020,"Dec",2020,8.02,"TV ",12
"519","Mobile Suit Gundam: Iron-Blooded Orphans","Oct",2015,"Mar",2016,8.02,"TV ",25
"520","Omae Umasou da na","Oct",2010,"Oct",2010,8.02,"Movie ",1
"521","Persona 3 the Movie 4: Winter of Rebirth","Jan",2016,"Jan",2016,8.02,"Movie ",1
"522","ReLIFE","Jul",2016,"Sep",2016,8.02,"TV ",13
"523","Touch","Mar",1985,"Mar",1987,8.02,"TV ",101
"524","Umibe no Étranger","Sep",2020,"Sep",2020,8.02,"Movie ",1
"525","Working!!!","Jul",2015,"Sep",2015,8.02,"TV ",13
"526","Quanzhi Gaoshou 2","Sep",2020,"Dec",2020,8.01,"ONA ",12
"527","Tennis no Ouji-sama: Zenkoku Taikai-hen - Final","Apr",2008,"Jan",2009,8.01,"OVA ",7
"528","xxxHOLiC","Apr",2006,"Sep",2006,8.01,"TV ",24
"529","Yuukoku no Moriarty","Oct",2020,"Dec",2020,8.01,"TV ",11
"530","Aria the Origination: Sono Choppiri Himitsu no Basho ni...","Jun",2008,"Jun",2008,8.01,"Special ",1
"531","Beastars","Oct",2019,"Dec",2019,8.01,"TV ",12
"532","Douluo Dalu: Hanhai Qian Kun","Nov",2020,"Feb",2021,8.01,"ONA ",13
"533","Durarara!!x2 Ten","Jul",2015,"Sep",2015,8.01,"TV ",12
"534","Kakushigoto (TV)","Apr",2020,"Jun",2020,8.01,"TV ",12
"535","Kimi ni Todoke","Oct",2009,"Mar",2010,8.01,"TV ",25
"536","Kimi ni Todoke 2nd Season","Jan",2011,"Mar",2011,8.01,"TV ",12
"537","Kobayashi-san Chi no Maid Dragon","Jan",2017,"Apr",2017,8.01,"TV ",13
"538","Koukaku Kidoutai 2.0","Jul",2008,"Jul",2008,8.01,"Movie ",1
"539","Akagami no Shirayuki-hime 2nd Season","Jan",2016,"Mar",2016,8,"TV ",12
"540","Hanada Shounen-shi","Oct",2002,"Mar",2003,8,"TV ",25
"541","Hibike! Euphonium","Apr",2015,"Jul",2015,8,"TV ",13
"542","Kanon (2006)","Oct",2006,"Mar",2007,8,"TV ",24
"543","Kokoro Connect: Michi Random","Nov",2012,"Dec",2012,8,"Special ",4
"544","Noragami","Jan",2014,"Mar",2014,8,"TV ",12
"545","One Piece Film: Strong World Episode 0","Apr",2010,"Apr",2010,8,"OVA ",1
"546","Osomatsu-san","Oct",2015,"Mar",2016,8,"TV ",25
"547","Phantom: Requiem for the Phantom","Apr",2009,"Sep",2009,8,"TV ",26
"548","Tate no Yuusha no Nariagari","Jan",2019,"Jun",2019,8,"TV ",25
"549","Wu Shan Wu Xing","Jul",2020,"Aug",2020,8,"ONA ",3
"550","Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku","Jul",2017,"Jul",2017,8,"Movie ",1
"551","Nurarihyon no Mago: Sennen Makyou","Jul",2011,"Dec",2011,7.99,"TV ",24
"552","Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen","Dec",2001,"Dec",2001,7.99,"OVA ",2
"553","Saint Seiya: The Lost Canvas - Meiou Shinwa","Jun",2009,"Apr",2010,7.99,"OVA ",13
"554","Tamako Love Story","Apr",2014,"Apr",2014,7.99,"Movie ",1
"555","Youjo Senki","Jan",2017,"Mar",2017,7.99,"TV ",12
"556","Dragon Ball","Feb",1986,"Apr",1989,7.99,"TV ",153
"557","Haibane Renmei","Oct",2002,"Dec",2002,7.99,"TV ",13
"558","Hanamonogatari","Aug",2014,"Aug",2014,7.99,"TV ",5
"559","Hyouge Mono","Apr",2011,"Jan",2012,7.99,"TV ",39
"560","Kamisama Hajimemashita OVA","Aug",2013,"Aug",2013,7.99,"OVA ",2
"561","Log Horizon","Oct",2013,"Mar",2014,7.99,"TV ",25
"562","Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Jul",2008,"Jul",2008,7.98,"Special ",1
"563","Hokuto no Ken","Oct",1984,"Mar",1987,7.98,"TV ",109
"564","Mahou Shoujo Lyrical Nanoha A's","Oct",2005,"Dec",2005,7.98,"TV ",13
"565","Tekkon Kinkreet","Dec",2006,"Dec",2006,7.98,"Movie ",1
"566","Usagi Drop Specials","Oct",2011,"Jan",2012,7.98,"Special ",4
"567","Yowamushi Pedal","Oct",2013,"Jul",2014,7.98,"TV ",38
"568","Zetsuen no Tempest","Oct",2012,"Mar",2013,7.98,"TV ",24
"569","Nekomonogatari: Kuro","Dec",2012,"Dec",2012,7.97,"TV ",4
"570","Trigun: Badlands Rumble","Apr",2010,"Apr",2010,7.97,"Movie ",1
"571","Azumanga Daioh","Apr",2002,"Oct",2002,7.97,"TV ",26
"572","Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai","Aug",2017,"Aug",2017,7.97,"Movie ",1
"573","Ginga Eiyuu Densetsu: Die Neue These - Seiran 1","Sep",2019,"Sep",2019,7.97,"Movie ",4
"574","Hikaru no Go: Hokuto Hai e no Michi","Jan",2004,"Jan",2004,7.97,"Special ",1
"575","Kimi to Boku. 2","Apr",2012,"Jun",2012,7.97,"TV ",13
"576","Kindaichi Shounen no Jikenbo","Apr",1997,"Sep",2000,7.97,"TV ",148
"577","Kobato.","Oct",2009,"Mar",2010,7.97,"TV ",24
"578","Kurenai no Buta","Jul",1992,"Jul",1992,7.97,"Movie ",1
"579","Macross F Movie 2: Sayonara no Tsubasa","Feb",2011,"Feb",2011,7.97,"Movie ",1
"580","Mawaru Penguindrum","Jul",2011,"Dec",2011,7.97,"TV ",24
"581","Darker than Black: Kuro no Keiyakusha Gaiden","Jan",2010,"Jul",2010,7.96,"Special ",4
"582","Full Metal Panic! The Second Raid","Jul",2005,"Oct",2005,7.96,"TV ",13
"583","Girls & Panzer: Saishuushou Part 1","Dec",2017,"Dec",2017,7.96,"Movie ",1
"584","Gochuumon wa Usagi Desu ka? Bloom","Oct",2020,"Dec",2020,7.96,"TV ",12
"585","IDOLiSH7 Vibrato","Feb",2018,"Mar",2019,7.96,"ONA ",8
"586","Kuuchuu Buranko","Oct",2009,"Dec",2009,7.96,"TV ",11
"587","Macross: Do You Remember Love?","Jul",1984,"Jul",1984,7.96,"Movie ",1
"588","Non Non Biyori","Oct",2013,"Dec",2013,7.96,"TV ",12
"589","Quanzhi Gaoshou","Apr",2017,"Jun",2017,7.96,"ONA ",12
"590","Wotaku ni Koi wa Muzukashii","Apr",2018,"Jun",2018,7.96,"TV ",11
"591","xxxHOLiC Movie: Manatsu no Yoru no Yume","Aug",2005,"Aug",2005,7.96,"Movie ",1
"592","Ore Monogatari!!","Apr",2015,"Sep",2015,7.95,"TV ",24
"593","Overlord","Jul",2015,"Sep",2015,7.95,"TV ",13
"594","SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi","Feb",2013,"Feb",2013,7.95,"OVA ",1
"595","Yakitate!! Japan","Oct",2004,"Mar",2006,7.95,"TV ",69
"596","Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness","May",2017,"May",2017,7.95,"Special ",1
"597","Yuru Yuri San☆Hai!","Oct",2015,"Dec",2015,7.95,"TV ",12
"598","Black Clover","Oct",2017,"Mar",2021,7.95,"TV ",170
"599","Code Geass: Fukkatsu no Lelouch","Feb",2019,"Feb",2019,7.95,"Movie ",1
"600","Final Fantasy VII: Advent Children Complete","Apr",2009,"Apr",2009,7.95,"OVA ",1
"601","Full Moon wo Sagashite","Apr",2002,"Mar",2003,7.95,"TV ",52
"602","Haikyuu!! Movie 2: Shousha to Haisha","Sep",2015,"Sep",2015,7.95,"Movie ",1
